1;1;1;438;95;343;6;343;0;80;1;171;0;0;0;43;0;0;0;42
2;1;2;497;90;407;1;407;0;94;0;197;1;1;0;46;0;3;0;64
3;1;3;747;160;587;8;584;3;117;0;294;2;1;0;95;0;2;0;65
4;1;4;621;143;478;7;474;4;137;1;181;2;1;1;55;0;1;1;87
5;1;5;651;143;508;6;498;10;136;1;170;1;1;1;90;0;4;1;87
6;1;6;819;166;653;4;650;3;142;0;313;3;1;0;101;0;1;0;85
7;1;7;438;107;331;4;330;1;67;0;164;1;0;0;44;0;0;0;50
8;1;8;422;95;327;3;326;1;82;0;148;0;0;2;42;0;0;2;47
9;1;9;426;82;344;5;342;2;74;0;163;1;0;0;52;0;2;0;45
10;1;10;445;88;357;3;355;2;85;0;176;2;0;1;36;0;2;0;50
11;1;11;640;125;515;1;513;2;92;0;282;2;0;1;71;1;2;0;61
12;1;12;679;111;568;6;566;2;108;0;323;1;0;0;65;1;2;1;59
13;1;13;673;135;538;4;534;4;105;0;293;2;1;1;65;0;1;0;62
14;1;14;794;204;590;7;587;3;147;0;288;1;0;0;63;1;1;2;77
15;1;15;537;126;411;3;408;3;128;0;143;2;0;0;54;0;2;2;74
16;1;16;571;129;442;2;435;7;103;2;196;2;2;2;61;1;2;0;62
17;1;17;720;167;553;7;548;5;133;1;256;2;0;1;66;0;4;0;78
18;1;18;587;145;442;2;439;3;109;1;197;1;1;0;60;0;3;1;64
19;1;19;662;168;494;3;489;5;131;1;214;2;0;1;56;0;1;0;80
20;1;20;439;114;325;3;324;1;90;0;122;1;0;0;43;0;1;0;64
21;1;21;525;149;376;2;375;1;112;0;156;3;0;2;49;0;0;0;51
22;1;22;561;127;434;8;432;2;104;0;207;0;0;1;63;0;2;0;47
23;1;23;444;87;357;0;354;3;75;1;192;0;0;0;57;0;1;0;28
24;1;24;459;105;354;2;350;4;77;0;194;0;1;0;43;1;0;0;32
25;1;25;678;143;535;3;534;1;128;1;267;1;0;0;69;0;0;0;65
26;1;26;676;143;533;5;530;3;94;2;263;0;0;0;89;0;0;0;77
27;1;27;542;90;452;5;449;3;104;1;217;0;0;0;61;0;0;0;61
28;1;28;553;100;453;7;453;0;108;0;204;3;1;0;58;0;0;0;72
29;1;29;700;174;526;7;521;5;141;0;224;2;0;0;71;0;1;0;75
30;1;30;702;181;521;7;517;4;154;1;194;3;0;0;68;0;3;0;87
31;1;31;536;118;418;7;417;1;110;0;206;5;1;0;41;0;1;0;46
32;1;32;522;114;408;8;407;1;119;0;185;2;0;0;40;0;1;0;52
33;1;33;442;115;327;1;326;1;82;0;152;1;0;1;46;0;4;0;39
34;1;34;540;129;411;1;410;1;101;0;200;1;1;0;53;0;3;0;50
35;1;35;584;144;440;4;437;3;157;1;158;0;0;0;50;1;1;0;65
36;1;36;601;162;439;6;434;5;158;2;129;1;3;0;50;0;2;0;83
37;1;37;609;146;463;6;460;3;132;1;187;2;0;0;55;0;1;0;76
38;1;38;647;161;486;3;478;8;143;0;200;5;1;2;60;0;2;0;62
39;1;39;432;101;331;2;331;0;104;2;126;3;1;1;30;0;1;0;61
40;1;40;395;98;297;4;297;0;87;0;123;1;1;0;30;0;1;0;50
41;1;41;439;92;347;2;345;2;83;0;166;1;3;1;38;0;1;0;50
42;1;42;486;124;362;1;360;2;90;1;164;3;2;1;41;0;0;0;57
43;1;43;452;120;332;1;332;0;103;1;126;1;2;1;44;0;2;0;51
44;1;44;490;130;360;4;355;5;101;1;138;6;0;1;51;0;0;0;53
45;1;45;518;119;399;8;397;2;121;0;173;1;1;1;46;0;1;0;45
46;1;46;521;132;389;5;387;2;138;0;153;0;1;1;36;0;0;0;53
47;1;47;556;172;384;1;377;7;135;2;132;4;0;1;37;0;0;1;64
48;1;48;572;146;426;4;424;2;125;2;151;3;0;0;53;0;1;0;85
49;1;49;745;172;573;6;569;4;147;2;179;2;2;3;85;0;4;1;138
50;1;50;532;178;354;6;348;6;109;3;82;3;2;0;43;1;4;1;94
51;1;51;829;233;596;12;591;5;189;3;169;4;1;0;35;1;3;3;171
52;1;52;428;110;318;4;314;4;111;2;96;1;0;1;55;0;0;0;44
53;1;53;424;113;311;0;309;2;96;0;132;1;0;1;32;0;1;0;46
54;1;54;510;136;374;8;373;1;125;1;135;0;1;2;41;0;3;1;56
55;1;55;554;139;415;4;413;2;129;0;156;1;1;1;40;0;1;1;79
56;1;56;501;106;395;5;389;6;119;1;149;5;0;0;54;0;1;0;55
57;1;57;485;111;374;8;374;0;120;0;146;1;1;0;47;1;2;1;47
58;1;58;633;135;498;7;495;3;151;1;209;4;0;0;57;0;2;1;63
59;1;59;502;109;393;3;393;0;101;0;178;1;1;0;45;0;2;0;62
60;1;60;496;100;396;2;395;1;137;0;163;1;0;2;44;0;0;0;46
61;1;61;596;148;448;5;442;6;124;1;191;1;1;0;47;1;2;0;69
62;1;62;568;164;404;7;402;2;118;0;164;3;2;0;46;0;2;0;60
63;1;63;406;93;313;2;309;4;87;0;118;1;0;1;43;0;0;1;56
64;1;64;446;116;330;5;327;3;84;0;154;1;1;0;38;0;2;0;42
65;1;65;573;122;451;3;450;1;134;1;190;1;0;1;46;1;2;1;70
66;1;66;618;115;503;7;503;0;122;3;211;2;0;0;74;0;1;0;83
67;1;67;592;140;452;3;445;7;143;1;189;7;0;0;45;0;0;0;57
68;1;68;596;134;462;6;458;4;139;3;184;2;1;2;56;0;1;1;63
69;1;69;554;165;389;3;384;5;121;0;168;0;0;0;39;0;0;0;53
